,uid,zoom,year,house_bung,apart,bedsit,caravan,type_ns,type_total_hh,l1919,b19_45,b46_60,b61_70,b71_80,b81_90,b91_00,b01_10,g11,h_age_ns,h_age_total_hh,oo_wm,oo_wom,rent_pl,rent_la,rent_vol,rent_free,occu_ns,occu_total_hh,rooms_1,rooms_2,rooms_3,rooms_4,rooms_5,rooms_6,rooms_7,rooms_ge8,rooms_ns,rooms_total_hh,occupied,temp_unoc,unoc_hol,unoccupied
1338,E16080,edist,2016,193,0,0,0,3,196,33,25,7,14,23,27,23,36,4,4,196,44,126,12,9,0,3,2,196,1,4,15,22,29,49,32,37,7,196,197,0,10,41
1339,E16081,edist,2016,152,1,0,2,3,158,26,18,18,5,16,18,18,29,1,7,156,36,99,11,1,0,4,5,156,1,1,10,15,29,37,37,18,8,156,157,5,8,19
1340,E16082,edist,2016,262,1,0,0,7,270,27,28,21,14,31,21,33,77,7,11,270,60,151,37,10,0,5,7,270,4,6,26,35,66,45,36,38,14,270,284,13,116,56
1341,E16083,edist,2016,159,2,0,0,3,164,34,23,18,5,8,15,14,39,4,4,164,39,109,9,1,0,3,3,164,2,3,12,19,33,39,21,23,12,164,165,0,19,61
1342,E16084,edist,2016,119,0,0,0,1,120,22,15,9,4,8,11,8,33,2,8,120,40,61,7,2,0,3,7,120,0,6,13,11,21,26,16,18,9,120,120,0,8,33
1343,E16085,edist,2016,129,0,0,1,0,130,35,11,4,7,12,21,18,15,4,2,129,36,79,9,1,0,3,1,129,0,3,12,17,24,20,26,24,3,129,130,0,9,28
1344,E16086,edist,2016,94,0,0,0,4,98,17,17,9,2,13,4,13,20,1,2,98,23,59,6,5,1,3,1,98,0,3,12,22,15,18,13,8,7,98,98,3,54,28
1345,E16087,edist,2016,137,2,0,1,4,144,14,12,5,12,17,19,16,38,2,8,143,23,77,10,23,0,3,7,143,0,4,16,26,13,35,20,21,8,143,144,2,194,42
1346,E16088,edist,2016,414,28,0,0,8,450,68,41,26,34,68,50,66,70,8,19,450,75,203,55,78,17,13,9,450,5,29,86,71,105,48,38,44,24,450,454,13,1115,93
1347,E16089,edist,2016,104,1,0,0,1,106,13,6,9,8,12,15,8,29,1,5,106,22,61,11,5,1,3,3,106,0,3,5,19,28,18,16,11,6,106,107,3,55,32
1348,E16090,edist,2016,169,5,0,1,2,177,26,18,16,4,17,35,14,34,3,9,176,42,115,14,1,2,1,1,176,0,1,12,21,25,47,35,28,7,176,176,3,9,40
1349,E16091,edist,2016,251,7,0,0,0,258,37,17,18,22,24,25,19,81,4,11,258,67,107,39,25,8,9,3,258,2,11,26,36,46,51,43,37,6,258,260,6,12,59
1350,E16092,edist,2016,269,2,0,0,4,275,27,28,16,21,36,40,31,62,6,8,275,68,158,20,15,0,7,7,275,3,6,33,23,57,67,36,34,16,275,280,9,124,44
1351,E16093,edist,2016,246,3,1,3,3,256,29,16,12,9,22,39,22,97,4,3,253,105,112,26,1,1,3,5,253,1,7,11,30,31,57,47,55,14,253,255,5,12,47
1352,E16094,edist,2016,89,0,0,0,2,91,16,16,11,4,7,11,6,16,1,3,91,27,54,2,1,1,5,1,91,0,2,8,12,23,12,13,16,5,91,91,4,6,37
1353,E16095,edist,2016,111,1,0,0,0,112,32,16,8,5,6,13,4,20,4,4,112,31,74,1,0,0,3,3,112,1,3,12,14,25,26,17,8,6,112,112,2,20,19
1354,E16096,edist,2016,74,0,0,0,3,77,12,6,7,8,8,10,8,12,2,4,77,14,57,1,0,1,2,2,77,1,2,3,7,15,21,12,14,2,77,78,3,14,13
1355,E16097,edist,2016,31,0,0,0,1,32,6,6,2,4,2,2,2,7,0,1,32,7,17,6,1,0,1,0,32,0,1,2,7,6,4,5,4,3,32,32,0,7,6
1356,E16098,edist,2016,92,0,0,1,1,94,6,11,9,8,13,12,12,18,0,4,93,13,58,11,7,1,2,1,93,0,0,5,13,28,20,8,10,9,93,93,1,51,25
1357,E16099,edist,2016,81,1,0,0,0,82,20,8,5,4,12,9,5,13,2,4,82,14,57,5,0,0,2,4,82,1,1,14,18,10,13,6,11,8,82,82,4,18,19
1358,E16100,edist,2016,70,0,0,0,1,71,11,6,5,4,5,6,8,24,0,2,71,28,34,5,0,0,3,1,71,0,0,3,7,15,18,15,9,4,71,71,0,57,17
1359,E16101,edist,2016,118,1,0,0,5,124,26,7,11,12,7,7,24,18,2,10,124,24,67,6,19,2,3,3,124,0,6,11,22,26,17,16,17,9,124,124,3,91,44
1360,E16102,edist,2016,34,0,0,0,1,35,5,7,3,1,3,2,5,5,2,2,35,9,21,1,0,0,3,1,35,0,1,3,2,6,9,3,9,2,35,35,1,12,11
1361,E16103,edist,2016,44,0,0,0,1,45,9,6,6,7,4,0,7,5,1,0,45,11,30,1,0,0,2,1,45,0,0,2,5,7,13,5,8,5,45,46,1,5,10
1362,E16104,edist,2016,52,0,0,1,0,53,13,5,4,1,4,3,4,10,5,3,52,12,33,2,0,4,1,0,52,0,1,3,8,8,9,10,12,1,52,52,2,3,13
1363,E16105,edist,2016,312,4,7,0,24,347,6,3,7,15,49,130,48,37,1,51,347,150,113,14,27,1,17,25,347,4,9,15,16,47,117,57,47,35,347,347,4,0,9
1364,E16106,edist,2016,1972,32,0,1,24,2029,32,35,64,156,382,244,473,517,13,112,2028,951,743,231,43,3,16,41,2028,4,30,113,138,410,387,373,467,106,2028,2031,33,4,98
1365,E16107,edist,2016,101,160,0,0,0,261,8,4,3,3,22,27,33,81,25,55,261,32,60,86,21,20,4,38,261,8,11,11,16,48,65,26,40,36,261,290,32,0,15
1366,E16108,edist,2016,139,2,0,1,5,147,15,2,6,4,16,22,18,46,11,6,146,64,53,18,0,0,2,9,146,0,4,7,11,19,22,37,40,6,146,146,0,0,15
1367,E16109,edist,2016,182,0,0,0,3,185,14,10,8,6,22,32,26,60,5,2,185,87,85,5,2,0,3,3,185,0,0,4,4,13,35,40,76,13,185,186,3,0,21
1368,E16110,edist,2016,79,0,0,0,1,80,14,3,2,1,8,5,6,34,4,3,80,47,26,3,0,0,2,2,80,0,1,4,4,9,12,19,23,8,80,80,2,2,7
1369,E16111,edist,2016,466,1,0,0,4,471,27,15,13,65,93,65,77,101,9,6,471,183,240,37,1,0,3,7,471,0,2,21,25,32,54,117,194,26,471,472,17,1,18
1370,E16112,edist,2016,116,0,0,0,2,118,15,9,4,7,20,15,8,27,6,7,118,45,61,8,1,0,2,1,118,2,2,5,9,27,22,23,28,0,118,118,4,1,9
1371,E16113,edist,2016,223,45,0,1,2,271,12,10,4,16,37,44,67,60,10,10,270,89,119,49,4,0,4,5,270,1,31,13,12,12,32,48,107,14,270,271,7,2,15
1372,E16114,edist,2016,46,0,0,0,0,46,9,7,3,0,4,3,4,11,4,1,46,16,27,1,0,0,1,1,46,0,1,2,2,5,10,14,9,3,46,46,1,1,10
1373,E16115,edist,2016,240,2,0,2,2,246,19,17,13,8,32,33,32,74,8,8,244,107,104,13,12,0,3,5,244,1,3,15,24,36,38,43,68,16,244,244,5,9,23
1374,E16116,edist,2016,618,1,0,0,6,625,45,15,32,22,106,94,103,170,27,11,625,311,225,38,37,0,6,8,625,2,8,30,35,73,111,152,174,40,625,626,16,1,30
1375,E16117,edist,2016,45,0,0,0,0,45,8,4,6,1,5,2,4,12,2,1,45,20,21,3,0,0,1,0,45,0,0,3,2,8,11,9,10,2,45,45,0,0,7
1376,E16118,edist,2016,408,14,0,2,5,429,22,22,6,13,46,65,45,170,12,26,427,192,150,54,12,0,6,13,427,1,8,41,36,88,85,69,81,18,427,429,7,2,56
1377,E16119,edist,2016,209,9,0,1,5,224,25,11,16,3,27,24,34,65,9,9,223,83,99,27,6,0,6,2,223,3,3,14,17,26,40,51,56,13,223,223,4,4,22
1378,E16120,edist,2016,112,0,0,0,0,112,22,12,5,8,18,10,8,23,3,3,112,34,57,13,3,1,3,1,112,0,1,7,12,21,23,23,19,6,112,113,1,3,27
1379,E16121,edist,2016,100,0,0,4,2,106,13,10,6,6,16,4,7,36,3,1,102,39,51,5,5,0,1,1,102,0,1,3,11,25,17,14,23,8,102,102,3,4,14
1380,E16122,edist,2016,63,0,0,5,1,69,13,7,3,2,5,10,11,10,1,2,64,21,35,4,0,0,2,2,64,0,0,3,6,11,16,12,10,6,64,64,2,2,9
1381,E16124,edist,2016,53,0,0,1,1,55,8,8,0,3,4,4,9,13,3,2,54,16,29,1,0,0,3,5,54,0,0,2,4,6,9,13,17,3,54,54,1,6,5
1382,E16125,edist,2016,41,0,0,0,2,43,9,3,1,0,4,4,9,10,0,3,43,18,14,9,0,0,0,2,43,1,1,2,7,7,2,7,14,2,43,47,1,30,9
1383,E16126,edist,2016,66,0,0,1,4,71,19,6,5,1,8,9,7,7,5,3,70,19,33,12,0,0,3,3,70,1,2,2,8,11,17,16,11,2,70,70,4,5,7
1384,E16127,edist,2016,59,0,0,1,1,61,11,9,8,3,4,4,10,8,1,2,60,11,36,11,0,0,1,1,60,0,2,5,9,14,8,15,6,1,60,74,3,41,10
1385,E16128,edist,2016,71,0,0,4,1,76,22,7,3,5,4,2,7,12,3,7,72,12,46,5,1,0,3,5,72,3,3,6,6,21,14,11,3,5,72,73,7,6,17
1386,E16129,edist,2016,51,1,0,1,0,53,13,4,2,5,6,4,10,8,0,0,52,10,36,1,1,0,3,1,52,0,0,2,5,7,14,14,9,1,52,52,3,5,8
1387,E16130,edist,2016,222,3,0,2,2,229,35,24,18,24,24,12,30,50,3,7,227,64,112,20,18,0,9,4,227,2,8,14,30,46,48,35,35,9,227,230,4,40,38
1388,E16131,edist,2016,129,1,0,3,3,136,28,17,5,2,12,9,16,39,2,3,133,39,74,11,1,0,4,4,133,2,0,5,9,33,31,28,22,3,133,134,6,2,11
1389,E16132,edist,2016,111,1,0,3,3,118,18,8,4,5,12,5,25,31,4,3,115,36,58,11,2,1,4,3,115,3,1,3,9,22,28,19,27,3,115,116,4,11,16
1390,E16134,edist,2016,687,122,0,1,10,820,82,57,38,45,96,68,109,228,25,71,819,192,274,204,102,4,20,23,819,8,48,118,110,217,108,66,94,50,819,824,32,69,152
1391,E16135,edist,2016,149,9,1,12,3,174,20,5,7,4,16,8,39,47,7,9,162,36,77,34,1,5,4,5,162,0,6,9,27,36,31,23,20,10,162,164,10,95,29
1392,E16136,edist,2016,245,1,0,3,3,252,33,9,12,7,37,19,40,74,11,7,249,96,119,25,1,0,6,2,249,4,3,9,11,32,47,51,84,8,249,250,4,23,50
1393,E16137,edist,2016,478,19,0,3,6,506,73,50,31,52,83,31,43,101,9,30,503,121,231,74,59,0,10,8,503,6,24,35,54,111,93,79,71,30,503,505,10,15,93
1394,E16138,edist,2016,52,0,0,0,0,52,5,8,0,4,6,5,4,16,1,3,52,19,26,6,1,0,0,0,52,0,2,3,2,5,6,16,14,4,52,53,2,0,9
1395,E16139,edist,2016,90,0,0,2,1,93,26,11,4,2,16,8,5,15,2,2,91,25,59,5,0,0,2,0,91,0,2,4,5,12,20,24,18,6,91,91,2,9,18
1396,E16140,edist,2016,78,0,0,1,0,79,17,16,7,0,5,5,4,22,0,2,78,29,40,5,1,0,1,2,78,0,2,2,13,7,20,16,15,3,78,78,1,2,22
1397,E16141,edist,2016,160,1,0,0,3,164,16,6,5,6,28,18,17,49,9,10,164,68,74,13,0,0,5,4,164,0,2,6,14,11,36,47,40,8,164,165,6,6,12
1398,E16142,edist,2016,78,0,0,0,0,78,14,7,5,5,8,3,10,23,2,1,78,29,40,6,0,0,0,3,78,0,1,4,8,14,14,19,12,6,78,81,1,5,6
1399,E16143,edist,2016,71,0,0,1,0,72,21,10,2,3,4,2,5,22,1,1,71,21,39,7,0,0,3,1,71,0,0,4,7,15,18,8,13,6,71,72,2,2,11
1400,E16144,edist,2016,344,0,0,1,2,347,30,15,22,15,56,38,29,126,6,9,346,146,140,30,24,0,2,4,346,0,5,30,28,79,83,58,53,10,346,347,7,3,42
1401,E16145,edist,2016,93,1,0,2,1,97,22,9,11,3,10,14,5,16,4,1,95,20,62,6,0,0,1,6,95,1,0,7,14,23,21,11,11,7,95,97,6,4,20
1402,E16146,edist,2016,154,1,0,0,2,157,22,16,14,15,22,12,11,38,4,3,157,58,77,14,1,0,5,2,157,0,2,9,17,33,35,35,22,4,157,158,5,3,24
1403,E16147,edist,2016,65,0,0,0,0,65,17,3,1,1,2,3,11,24,3,0,65,28,30,4,0,0,3,0,65,0,1,5,3,13,9,14,16,4,65,68,2,5,11
1404,E16148,edist,2016,110,0,0,1,2,113,23,6,5,3,7,10,12,38,4,4,112,58,41,6,1,0,4,2,112,0,1,3,10,15,21,32,25,5,112,112,2,2,12
1405,E16149,edist,2016,55,1,0,0,1,57,10,4,5,2,3,4,11,15,0,3,57,20,29,7,0,0,1,0,57,0,2,1,3,13,7,15,13,3,57,57,3,2,8
1406,E16150,edist,2016,90,0,0,1,1,92,16,7,10,2,2,6,9,34,2,3,91,38,41,9,0,0,1,2,91,0,2,6,7,10,17,23,23,3,91,92,3,3,13
1407,E16151,edist,2016,488,10,0,1,2,501,29,19,3,10,43,31,96,241,14,14,500,231,146,86,15,1,8,13,500,3,6,28,29,115,108,85,103,23,500,501,14,4,47
1408,E16152,edist,2016,48,1,0,1,0,50,9,2,3,5,4,8,5,12,1,0,49,12,33,2,0,0,1,1,49,0,1,5,2,7,8,14,11,1,49,49,2,1,7
1409,E16153,edist,2016,210,2,0,0,1,213,16,4,18,8,20,26,73,40,6,2,213,106,88,12,0,0,3,4,213,0,0,5,11,20,34,58,83,2,213,215,3,1,23
1410,E16154,edist,2016,62,0,0,0,1,63,7,4,7,3,6,7,9,15,4,1,63,24,31,4,0,0,3,1,63,1,2,6,11,13,11,5,11,3,63,63,1,1,9
1411,E16155,edist,2016,400,2,0,0,9,411,59,18,16,17,31,40,35,164,6,25,411,160,151,56,17,13,4,10,411,2,11,31,37,79,67,83,84,17,411,414,8,6,78
1412,E17001,edist,2016,324,26,0,0,2,352,76,140,30,26,30,7,3,6,0,34,352,87,170,77,7,0,6,5,352,5,17,26,28,68,98,46,47,17,352,352,12,0,39
1413,E17002,edist,2016,627,48,0,0,2,677,33,178,256,38,13,71,26,24,4,34,677,191,361,97,6,6,8,8,677,2,20,26,27,86,210,135,148,23,677,678,29,2,48
1414,E17003,edist,2016,570,30,0,0,1,601,30,47,172,88,76,78,29,39,19,23,601,129,347,96,10,4,11,4,601,2,10,34,36,90,165,106,132,26,601,603,18,0,46
1415,E17004,edist,2016,253,5,0,0,9,267,0,16,187,25,3,0,6,1,1,28,267,63,117,19,52,0,5,11,267,1,8,28,21,108,52,11,9,29,267,267,9,0,21
1416,E17005,edist,2016,305,9,0,0,5,319,2,7,222,29,31,2,5,5,0,16,319,86,139,19,59,4,5,7,319,2,8,24,34,141,66,13,10,21,319,319,8,0,17
1417,E17006,edist,2016,291,406,0,14,2,713,18,57,74,19,5,35,118,258,6,109,699,60,144,387,28,16,13,51,699,9,30,60,111,179,147,43,64,56,699,759,50,0,74
1418,E17007,edist,2016,590,162,1,0,2,755,0,7,59,179,143,126,88,109,4,40,755,117,268,194,123,24,8,21,755,6,30,63,105,182,147,80,96,46,755,785,28,0,35
1419,E17008,edist,2016,1479,102,2,0,12,1595,10,76,329,385,294,253,90,53,7,98,1595,321,804,285,118,0,32,35,1595,4,21,74,84,241,273,351,470,77,1595,1614,58,5,100
1420,E17009,edist,2016,584,11,16,0,2,613,13,17,79,177,226,27,13,17,5,39,613,111,386,89,6,0,9,12,613,13,11,18,19,47,107,148,216,34,613,617,22,0,38
1421,E17010,edist,2016,1147,108,1,0,13,1269,6,17,134,479,277,209,35,23,7,82,1269,161,606,436,23,6,20,17,1269,15,42,88,81,301,348,223,125,46,1269,1279,27,8,66
1422,E17011,edist,2016,185,108,0,4,5,302,10,46,40,50,22,9,13,49,2,57,298,33,67,45,87,30,4,32,298,8,29,35,31,119,34,5,3,34,298,298,6,0,37
1423,E17012,edist,2016,707,292,5,0,35,1039,225,65,64,36,58,37,49,304,15,186,1039,82,152,442,290,5,5,63,1039,76,216,263,152,146,61,31,11,83,1039,1046,37,0,71
1424,E17013,edist,2016,399,2,0,0,0,401,13,77,181,86,6,5,11,6,4,12,401,119,251,23,0,0,7,1,401,2,1,2,10,37,98,106,125,20,401,401,17,1,14
1425,E17014,edist,2016,32,237,0,0,5,274,46,11,13,7,15,9,19,34,2,118,274,5,12,200,12,11,1,33,274,28,77,85,38,7,5,0,2,32,274,280,6,0,46
1426,E17015,edist,2016,138,700,5,0,100,943,126,46,33,18,39,71,161,138,17,294,943,16,30,565,107,20,3,202,943,91,282,249,101,39,21,8,5,147,943,965,37,1,154
1427,E17016,edist,2016,567,26,0,0,7,600,7,84,315,40,13,5,3,98,3,32,600,150,220,27,166,6,11,20,600,3,19,64,68,283,95,18,6,44,600,600,7,0,39
1428,E17017,edist,2016,220,127,1,0,4,352,130,28,20,6,7,3,6,64,6,82,352,37,76,196,13,1,5,24,352,25,66,55,63,37,49,20,11,26,352,355,15,0,193
1429,E17018,edist,2016,451,100,2,0,6,559,219,88,17,8,8,39,31,68,6,75,559,103,177,233,7,1,8,30,559,9,44,83,111,94,89,48,51,30,559,559,17,1,59
1430,E17019,edist,2016,299,44,2,0,11,356,69,23,31,13,14,16,52,53,6,79,356,62,115,105,40,4,5,25,356,6,33,53,42,83,55,28,15,41,356,358,8,1,60
1431,E17020,edist,2016,504,119,0,0,11,634,270,76,41,32,21,49,33,15,7,90,634,67,158,301,42,17,11,38,634,26,82,106,120,131,74,30,16,49,634,639,25,1,79
1432,E17021,edist,2016,291,9,0,0,2,302,20,32,144,45,9,2,7,18,0,25,302,75,124,25,72,0,3,3,302,2,14,32,80,108,35,13,2,16,302,302,3,0,18
1433,E17022,edist,2016,308,61,0,0,5,374,0,9,148,124,18,12,5,30,0,28,374,59,169,15,107,15,4,5,374,11,58,33,78,124,33,12,2,23,374,375,5,0,29
1434,E17023,edist,2016,1174,64,0,0,21,1259,2,27,201,68,280,366,151,65,4,95,1259,353,456,71,314,5,5,55,1259,5,37,101,142,421,341,91,36,85,1259,1262,17,0,34
1435,E17024,edist,2016,691,203,14,0,20,928,168,118,85,47,47,61,43,155,26,178,928,101,179,248,297,22,3,78,928,33,124,183,147,235,87,25,6,88,928,932,9,3,87
1436,E17025,edist,2016,335,5,0,0,14,354,8,92,166,32,3,2,1,3,1,46,354,63,123,26,113,0,5,24,354,0,11,56,41,167,35,6,2,36,354,354,8,0,14
1437,E17026,edist,2016,223,5,0,0,5,233,10,65,92,20,3,1,18,2,0,22,233,42,98,26,55,0,4,8,233,0,6,25,43,81,39,10,4,25,233,233,3,0,20
1438,E17027,edist,2016,344,478,7,0,17,846,165,52,64,74,52,27,135,112,5,160,846,41,79,525,103,12,14,72,846,54,136,189,101,85,96,42,66,77,846,885,52,0,70
1439,E17028,edist,2016,433,35,3,0,5,476,188,126,29,15,16,20,5,6,2,69,476,21,99,202,114,3,11,26,476,20,99,39,40,91,72,52,28,35,476,495,31,0,80
1440,E17029,edist,2016,228,429,7,0,9,673,50,52,30,12,14,23,84,162,45,201,673,35,81,386,49,32,20,70,673,19,72,93,93,86,97,41,91,81,673,738,43,0,57
1441,E17030,edist,2016,285,31,0,0,2,318,7,62,125,14,6,15,41,40,0,8,318,49,125,130,5,1,4,4,318,0,10,31,36,66,66,52,42,15,318,319,9,1,17
1442,E17031,edist,2016,270,25,2,0,5,302,47,48,87,19,18,15,8,10,3,47,302,40,103,126,4,6,5,18,302,7,9,15,23,45,97,35,49,22,302,306,16,0,21
1443,E17032,edist,2016,1038,104,0,0,9,1151,21,139,194,466,167,55,17,23,1,68,1151,199,575,171,152,15,13,26,1151,4,32,82,117,279,289,178,115,55,1151,1165,30,2,73
1444,E17033,edist,2016,708,66,2,0,18,794,42,110,166,43,19,74,170,41,8,121,794,132,291,203,118,7,8,35,794,9,38,80,91,203,162,129,37,45,794,800,15,0,60
1445,E17034,edist,2016,293,1,0,0,4,298,8,142,106,14,4,0,1,0,1,22,298,62,124,15,84,0,2,11,298,0,5,28,37,158,40,3,3,24,298,298,4,0,13
1446,E17035,edist,2016,294,8,0,0,7,309,70,56,65,11,21,7,6,7,0,66,309,45,92,46,103,1,4,18,309,7,39,43,72,79,22,11,4,32,309,309,7,0,29
1447,E17036,edist,2016,329,187,9,0,7,532,76,50,121,115,47,32,16,13,3,59,532,46,108,126,213,4,5,30,532,44,92,87,101,112,40,8,5,43,532,535,19,0,79
1448,E17037,edist,2016,370,2,0,0,0,372,8,223,99,15,3,3,3,2,0,16,372,92,169,32,59,0,7,13,372,1,11,37,70,162,54,9,1,27,372,372,6,0,25
1449,E17038,edist,2016,424,68,0,0,4,496,16,208,109,49,6,4,12,47,31,14,496,109,191,34,144,1,6,11,496,5,38,55,71,203,73,13,3,35,496,497,10,0,14
1450,E17039,edist,2016,1214,91,5,0,37,1347,41,28,128,193,403,70,73,264,22,125,1347,183,171,90,780,50,6,67,1347,28,46,189,148,610,154,51,15,106,1347,1347,11,0,123
1451,E17040,edist,2016,363,191,0,0,4,558,76,34,61,41,32,31,36,203,11,33,558,146,160,164,54,9,8,17,558,6,41,100,88,61,72,77,98,15,558,558,32,2,86
1452,E17041,edist,2016,317,34,4,0,4,359,67,67,91,11,4,9,53,22,0,35,359,126,130,75,5,2,4,17,359,15,17,10,15,36,65,74,109,18,359,360,16,0,45
1453,E17042,edist,2016,1590,269,1,0,10,1870,174,83,85,129,301,287,223,495,24,69,1870,531,574,346,356,15,13,35,1870,5,102,254,234,465,357,204,175,74,1870,1872,44,2,133
1454,E17043,edist,2016,1389,335,0,2,17,1743,8,22,45,123,195,495,187,495,15,156,1741,402,304,391,533,38,12,61,1741,8,116,272,204,539,289,134,101,78,1741,1746,42,4,104
1455,E17044,edist,2016,1163,85,4,0,5,1257,50,91,236,355,156,140,112,78,7,32,1257,333,705,182,10,0,12,15,1257,10,31,62,88,161,320,263,283,39,1257,1259,42,1,60
1456,E17045,edist,2016,152,114,7,0,9,282,115,32,39,9,6,4,3,7,2,65,282,16,50,164,7,2,4,39,282,21,31,31,27,26,35,22,46,43,282,301,10,0,33
1457,E17046,edist,2016,941,193,0,0,16,1150,27,42,86,422,221,76,132,32,3,109,1150,96,243,69,695,8,6,33,1150,8,49,207,103,450,197,46,31,59,1150,1150,16,1,78
1458,E17047,edist,2016,656,92,1,1,4,754,297,139,28,15,31,93,40,6,1,103,753,178,296,176,44,0,5,54,753,12,55,48,93,105,141,104,122,73,753,756,23,3,88
1459,E17048,edist,2016,918,25,2,0,8,953,29,107,170,242,143,38,137,22,1,64,953,222,506,96,69,18,24,18,953,6,61,38,53,203,270,142,123,57,953,956,26,0,48
1460,E17049,edist,2016,297,6,0,0,7,310,2,14,218,48,3,4,0,0,0,21,310,69,159,20,43,0,7,12,310,1,6,20,33,127,71,23,5,24,310,312,6,0,29
1461,E17050,edist,2016,609,46,0,0,20,675,3,24,428,110,23,6,4,7,0,70,675,148,286,44,161,1,11,24,675,3,30,52,137,242,121,29,9,52,675,676,12,0,38
1462,E17051,edist,2016,307,363,9,0,24,703,353,100,28,20,11,16,10,39,6,120,703,51,81,471,52,3,5,40,703,89,190,146,61,47,35,18,45,72,703,736,29,1,65
1463,E17052,edist,2016,346,206,16,0,12,580,305,102,28,23,14,18,14,12,0,64,580,53,106,310,83,2,5,21,580,60,134,103,37,40,36,34,51,85,580,584,21,2,75
1464,E17053,edist,2016,323,51,11,0,8,393,221,42,16,10,10,3,15,17,1,58,393,81,113,156,16,1,8,18,393,13,34,55,70,81,61,23,20,36,393,395,12,0,59
1465,E17054,edist,2016,1134,238,0,1,20,1393,148,29,29,56,356,233,81,331,37,92,1392,392,340,279,294,30,10,47,1392,15,71,255,122,531,150,59,92,97,1392,1396,49,0,65
1466,E17055,edist,2016,348,518,10,0,13,889,205,46,23,17,22,32,98,265,5,176,889,53,124,542,109,9,8,44,889,53,216,279,158,69,25,17,10,62,889,893,25,0,137
1467,E17056,edist,2016,268,266,2,0,7,543,140,66,24,17,10,34,67,74,8,103,543,26,57,285,81,16,13,65,543,30,104,115,103,85,24,7,6,69,543,551,34,1,89
1468,E17057,edist,2016,259,774,6,0,14,1053,157,44,28,20,43,88,186,197,12,278,1053,37,54,720,99,46,11,86,1053,77,297,307,114,90,46,16,8,98,1053,1085,41,2,130
1469,E17058,edist,2016,348,102,1,0,3,454,204,63,31,20,10,12,29,32,2,51,454,30,93,245,49,5,4,28,454,20,71,73,114,78,47,10,8,33,454,460,17,1,52
1470,E17059,edist,2016,235,56,2,0,6,299,162,25,14,5,4,18,10,13,0,48,299,66,117,87,12,1,4,12,299,7,19,44,35,44,43,36,47,24,299,300,22,1,33
1471,E17060,edist,2016,255,136,3,0,13,407,125,27,14,10,10,22,27,47,5,120,407,30,80,218,37,4,5,33,407,27,67,62,58,55,39,15,7,77,407,416,6,2,91
1472,E17061,edist,2016,751,46,0,0,17,814,52,53,43,149,174,10,40,160,60,73,814,181,155,54,391,8,7,18,814,1,25,105,86,332,137,47,19,62,814,814,13,0,43
1473,E17062,edist,2016,1253,26,0,18,3,1300,28,46,29,138,564,159,107,126,2,83,1282,365,641,102,131,2,8,33,1282,6,29,87,66,474,378,138,50,54,1282,1283,28,2,72
1474,E17063,edist,2016,598,51,2,0,8,659,149,147,102,59,24,30,21,27,7,93,659,91,243,234,41,6,12,32,659,12,41,64,116,185,102,58,32,49,659,677,29,0,62
1475,E17064,edist,2016,418,273,4,0,9,704,263,79,45,23,17,22,83,92,4,76,704,123,163,320,37,11,8,42,704,75,100,98,100,39,42,60,130,60,704,709,38,4,113
1476,E17065,edist,2016,893,84,0,0,11,988,4,5,69,151,378,68,31,219,8,55,988,380,417,95,71,2,7,16,988,4,28,88,60,309,272,126,61,40,988,988,28,2,45
1477,E17066,edist,2016,705,68,2,0,16,791,8,14,88,287,110,84,43,100,2,55,791,145,290,63,232,17,10,34,791,14,29,82,89,274,158,55,35,55,791,792,13,0,32
1478,E17067,edist,2016,275,17,0,0,3,295,3,14,97,142,13,4,3,1,1,17,295,63,162,17,38,0,2,13,295,2,9,18,37,105,82,18,5,19,295,296,5,0,19
1479,E17068,edist,2016,160,110,7,0,2,279,58,18,11,6,20,38,17,73,8,30,279,34,79,141,7,3,7,8,279,10,35,65,28,46,37,21,28,9,279,280,14,6,33
1480,E17069,edist,2016,415,3,0,0,1,419,15,74,210,48,29,16,5,4,2,16,419,122,240,51,2,0,2,2,419,0,6,18,22,62,85,128,86,12,419,419,11,0,30
1481,E17070,edist,2016,987,149,0,1,16,1153,18,29,161,104,164,146,313,111,1,105,1152,273,364,293,158,26,13,25,1152,5,44,108,111,407,231,110,87,49,1152,1156,31,6,67
1482,E17071,edist,2016,341,19,0,0,1,361,109,141,35,9,9,11,2,8,1,36,361,69,131,116,10,2,9,24,361,7,34,37,62,87,70,19,12,33,361,362,10,0,50
1483,E17072,edist,2016,496,9,0,0,12,517,48,294,94,21,8,5,7,8,2,30,517,144,240,75,33,0,8,17,517,8,14,29,60,185,121,44,23,33,517,517,26,1,57
1484,E17073,edist,2016,290,21,0,0,5,316,8,92,112,17,7,8,2,21,29,20,316,81,116,36,74,1,1,7,316,0,9,40,53,96,78,20,6,14,316,316,11,0,18
1485,E17074,edist,2016,183,20,0,0,2,205,2,20,85,54,6,6,6,10,1,15,205,47,113,18,14,1,4,8,205,3,12,11,5,26,74,37,18,19,205,205,8,0,14
1486,E18001,edist,2016,1310,182,5,0,24,1521,153,89,95,82,128,103,330,388,16,137,1521,289,474,471,192,19,43,33,1521,26,113,220,165,377,199,165,181,75,1521,1533,40,113,179
1487,E18002,edist,2016,2234,329,4,1,26,2594,633,198,136,167,296,231,374,338,10,210,2593,757,941,537,233,8,38,79,2593,36,163,243,273,739,422,249,334,134,2593,2605,111,45,305
